datetime,irradiation(t-24hr)(W/m^2),Power(t-24hr)(W),Predicted(W),Actual(W),error(W)
09-04-17 17,62.35796634,287.0906528,1840.1445,2847.1314,-1006.986869
09-04-17 18,36.58118818,159.2882119,932.9263,1853.655096,-920.728826
09-04-17 19,3.99149815,8.54835644,438.9016,754.4147008,-315.5130895
09-04-17 20,0.006108858,0,119.78249,183.2683405,-63.48584692
09-04-17 21,0.061647276,0,9.480905,3.4513876,6.029516979
09-04-17 22,0.024426181,0,-17.905565,0,-17.90556526
09-04-17 23,0.024481235,0,-25.646404,0,-25.64640427
10-04-17 00,0.006410333,0,-25.856718,0,-25.85671806
10-04-17 01,0.038790528,0,-22.478127,0,-22.47812653
10-04-17 02,0.182021426,0,-18.651947,0,-18.65194702
10-04-17 03,0.160715456,0,-16.462473,0,-16.46247292
10-04-17 04,0.100451622,0,-15.507282,0,-15.50728226
10-04-17 05,0.245100912,0,-16.530691,0,-16.53069115
10-04-17 06,1.434413322,1.159697846,-21.125189,0,-21.12518883
10-04-17 07,26.53754848,109.1452681,-22.660706,0,-22.66070557
10-04-17 08,73.54993295,349.5866521,40.253002,46.34375809,-6.090755923
10-04-17 09,148.3980536,730.9627428,251.92296,288.028121,-36.10516258
10-04-17 10,181.37614,894.7648297,1007.963,747.7096893,260.2533234
10-04-17 11,606.561443,2803.86321,2194.4976,1314.21855,880.2790085
10-04-17 12,989.5224603,4285.861765,3026.2104,1848.370541,1177.839908
10-04-17 13,824.2548802,3649.588031,3438.9087,1433.704887,2005.203805
10-04-17 14,495.6245214,2304.9402,3471.9968,2144.405273,1327.591553
10-04-17 15,474.2064411,2290.219472,3259.5981,1812.18669,1447.411454
10-04-17 16,200.9063794,996.0983203,2816.3843,1165.664112,1650.720165
10-04-17 17,152.956136,778.5197138,2163.796,1780.140239,383.6556591
10-04-17 18,68.07767484,315.9158544,1359.659,1359.418006,0.241051156
10-04-17 19,10.22871711,31.69396838,560.86945,470.942471,89.92697481
10-04-17 20,0.018524728,0,115.19706,115.5919251,-0.394865482
10-04-17 21,0.012583166,0,15.295083,34.23073123,-18.93564818
10-04-17 22,0.274325045,0,-9.545211,0,-9.545210838
10-04-17 23,0.233403247,0,-21.13539,0,-21.13538933
11-04-17 00,0.018512028,0,-24.82524,0,-24.82523918
11-04-17 01,0.006172834,0,-24.330982,0,-24.33098221
11-04-17 02,0.1198496,0,-19.945503,0,-19.94550323
11-04-17 03,0.271230142,0,-12.875003,0,-12.87500286
11-04-17 04,0.037749334,0,-9.097934,0,-9.097933769
11-04-17 05,0.031800121,0,-7.733818,0,-7.733818054
11-04-17 06,10.66998988,33.33308611,-15.001533,0,-15.00153255
11-04-17 07,75.83406017,208.0651394,-22.931902,0,-22.93190193
11-04-17 08,283.1025421,1362.449485,46.495125,0.044015393,46.45110942
11-04-17 09,659.7568006,3297.512166,287.19324,188.906391,98.28684629
11-04-17 10,864.7207983,3986.073966,1172.3584,232.9894888,939.3689096
11-04-17 11,977.9100738,4332.337062,2064.908,329.1781258,1735.729833
11-04-17 12,1004.749306,4376.832818,2604.5813,620.6097423,1983.971557
11-04-17 13,946.9203449,4146.850863,2641.6252,698.3562086,1943.269036
11-04-17 14,811.8387886,3644.647699,2672.4343,1402.893876,1269.54045
11-04-17 15,601.3132901,2847.1314,2351.1765,1412.621556,938.5549576
11-04-17 16,362.6075771,1853.655096,1900.3708,784.6369744,1115.733875
11-04-17 17,142.0597294,754.4147008,1520.7626,1285.957811,234.804762
11-04-17 18,47.45111435,183.2683405,911.98584,1187.077791,-275.0919513
11-04-17 19,3.216212477,3.4513876,380.36813,497.5537218,-117.1855883
11-04-17 20,0,0,98.508415,190.2930425,-91.78462729
11-04-17 21,0,0,2.8927157,21.9492981,-19.0565824
11-04-17 22,0,0,-20.63502,0,-20.6350193
11-04-17 23,0,0,-25.61413,0,-25.61413002
12-04-17 00,0,0,-24.294899,0,-24.29489899
12-04-17 01,0,0,-21.023613,0,-21.02361298
12-04-17 02,0.006461502,0,-19.223923,0,-19.22392273
12-04-17 03,0.026209751,0,-17.639574,0,-17.63957405
12-04-17 04,0.170704882,0,-18.228003,0,-18.22800255
12-04-17 05,0.039153377,0,-23.295696,0,-23.29569626
12-04-17 06,14.57350012,46.34375809,-20.824163,0,-20.82416344
12-04-17 07,66.82862772,288.028121,-28.528118,0,-28.52811813
12-04-17 08,147.5520135,747.7096893,-29.357351,72.95781793,-102.3151692
12-04-17 09,255.5954734,1314.21855,139.36694,257.6882569,-118.3213136
12-04-17 10,358.0449013,1848.370541,572.30896,592.6950881,-20.38612816
12-04-17 11,287.9922894,1433.704887,1358.4987,972.4603357,386.0383215
12-04-17 12,446.4413563,2144.405273,1911.2424,2114.244128,-203.0016961
12-04-17 13,365.7574532,1812.18669,2224.3176,1616.39915,607.9184765
12-04-17 14,233.4521265,1165.664112,2370.7612,1795.315971,575.4452593
12-04-17 15,343.0774249,1780.140239,2207.9443,1963.031067,244.9132685
12-04-17 16,261.9232214,1359.418006,1806.8911,1673.278438,133.6126753
12-04-17 17,92.05307868,470.942471,1475.382,936.996834,538.385124
12-04-17 18,26.57375603,115.5919251,1010.46985,1040.985981,-30.51613189
12-04-17 19,7.303934578,34.23073123,472.9573,708.8079338,-235.8506279
12-04-17 20,0.170369703,0,186.5832,220.3015663,-33.71836013
12-04-17 21,0.210051268,0,2.0802472,32.82798021,-30.74773305
12-04-17 22,0.063064271,0,-20.397251,0,-20.39725113
12-04-17 23,0.018543235,0,-25.341467,0,-25.3414669
13-04-17 00,0.260398622,0,-24.539688,0,-24.53968811
13-04-17 01,0.288625803,0,-22.063894,0,-22.06389427
13-04-17 02,0.107241798,0,-20.936428,0,-20.93642807
13-04-17 03,0.334534724,0,-19.65852,0,-19.65851974
13-04-17 04,0.424798025,0,-19.74319,0,-19.74319077
13-04-17 05,0.068602004,0,-24.05783,0,-24.05783081
13-04-17 06,0.329996178,0.044015393,-21.158653,0,-21.15865326
13-04-17 07,40.04283723,188.906391,-24.5954,0,-24.59539986
13-04-17 08,51.00224189,232.9894888,112.06397,61.13410481,50.92986766
13-04-17 09,71.154213,329.1781258,445.69287,265.2094773,180.4833938
13-04-17 10,127.1074324,620.6097423,1125.1306,1514.141511,-389.0108953
13-04-17 11,142.0676509,698.3562086,1871.7904,1835.131431,36.65897395
13-04-17 12,276.7198674,1402.893876,2477.9792,1810.320805,667.6584434
13-04-17 13,282.2055198,1412.621556,2535.086,642.4672,1892.618737
13-04-17 14,159.7754596,784.6369744,2522.7087,1455.990923,1066.717817
13-04-17 15,255.3051089,1285.957811,2342.467,2021.690002,320.7770394
13-04-17 16,232.3204171,1187.077791,1999.2672,2792.408089,-793.1408768
13-04-17 17,101.3701144,497.5537218,1367.069,2594.29631,-1227.22734
13-04-17 18,41.35165341,190.2930425,870.1374,1720.570784,-850.433394
13-04-17 19,6.54127179,21.9492981,456.28458,786.9036394,-330.6190629
13-04-17 20,0.073910223,0,171.31366,228.2401394,-56.92647972
13-04-17 21,0.468614416,0,7.835429,29.28253395,-21.44710475
13-04-17 22,0.744647384,0,-18.277115,0,-18.27711487
13-04-17 23,0.707813792,0,-24.332378,0,-24.33237839
14-04-17 00,0.912909195,0,-23.14197,0,-23.14196968
14-04-17 01,0.646284166,0,-20.267626,0,-20.26762581
14-04-17 02,0.457061762,0,-18.716007,0,-18.71600723
14-04-17 03,0.687694466,0,-17.307636,0,-17.30763626
14-04-17 04,0.254093059,0,-18.031279,0,-18.03127861
14-04-17 05,0.176574576,0,-23.23118,0,-23.23118019
14-04-17 06,13.8436097,72.95781793,-22.279692,0,-22.2796917
14-04-17 07,51.88660663,257.6882569,-31.18565,0,-31.18564987
14-04-17 08,117.8782206,592.6950881,95.85118,0.034701795,95.81647924
14-04-17 09,195.1686653,972.4603357,382.07214,139.4218793,242.6502643
14-04-17 10,427.624436,2114.244128,1251.9989,409.7180598,842.2808416
14-04-17 11,343.6700815,1616.39915,2084.0469,646.8367619,1437.210113
14-04-17 12,404.264104,1795.315971,2401.189,1499.080241,902.1087241
14-04-17 13,421.2496315,1963.031067,2325.0613,1982.040592,343.0206869
14-04-17 14,340.9698423,1673.278438,2410.8718,3262.682156,-851.8103302
14-04-17 15,186.2201433,936.996834,2321.2036,2288.155611,33.04800193
14-04-17 16,197.4498701,1040.985981,2238.107,2153.234451,84.87248261
14-04-17 17,132.9796401,708.8079338,1891.6305,1175.718627,715.9118662
14-04-17 18,50.9743369,220.3015663,1241.6091,461.4660557,780.1430751
14-04-17 19,10.39421832,32.82798021,607.7581,225.6248586,382.1332591
14-04-17 20,0.037178089,0,206.231,62.68324175,143.5477611
14-04-17 21,0.118188378,0,9.414992,13.26454059,-3.849548253
14-04-17 22,0.036777323,0,-19.156893,0,-19.15689278
14-04-17 23,0,0,-26.92124,0,-26.92123985
15-04-17 00,0,0,-26.91869,0,-26.91868973
15-04-17 01,0.0128205,0,-22.708664,0,-22.70866394
15-04-17 02,0,0,-17.730217,0,-17.73021698
15-04-17 03,0,0,-14.861814,0,-14.86181355
15-04-17 04,0,0,-14.123082,0,-14.12308216
15-04-17 05,0.000105131,0,-19.036873,0,-19.03687286
15-04-17 06,20.18773291,61.13410481,-21.0029,0,-21.00289917
15-04-17 07,105.0124956,265.2094773,-30.00757,0,-30.00757027
15-04-17 08,312.5967769,1514.141511,-29.860167,71.64550534,-101.5056719
15-04-17 09,358.9232386,1835.131431,160.41074,387.4533248,-227.0425887
15-04-17 10,356.9482498,1810.320805,613.6891,1038.846067,-425.1569797
15-04-17 11,128.5452283,642.4672,1335.7799,1644.965138,-309.1852308
15-04-17 12,290.5969315,1455.990923,2069.2122,1246.764467,822.4476917
15-04-17 13,418.0883393,2021.690002,2553.6494,1126.614156,1427.035258
15-04-17 14,566.7427718,2792.408089,2915.622,1704.13587,1211.4862
15-04-17 15,517.1175924,2594.29631,2586.9048,2188.893561,398.0112238
15-04-17 16,322.2533963,1720.570784,2290.4124,1437.681292,852.7310615
15-04-17 17,143.8649561,786.9036394,1591.5239,1277.460973,314.0629529
15-04-17 18,51.16047382,228.2401394,791.937,5.449785505,786.4872262
15-04-17 19,10.38219904,29.28253395,334.08203,425.1698403,-91.08780905
15-04-17 20,0.329365171,0,31.102272,279.4105621,-248.30829
15-04-17 21,0.240620196,0,-10.669358,45.59821622,-56.26757448
15-04-17 22,0.380495157,0,-22.712786,0,-22.71278572
15-04-17 23,0.328594051,0,-23.39252,0,-23.3925209
16-04-17 00,0.327476791,0,-21.84974,0,-21.84973907
16-04-17 01,0.221669269,0,-21.239096,0,-21.23909569
16-04-17 02,0.339335721,0,-21.059662,0,-21.05966187
16-04-17 03,0.169358689,0,-20.429317,0,-20.42931747
16-04-17 04,0.312128928,0,-21.225752,0,-21.22575188
16-04-17 05,0.20278106,0,-25.58643,0,-25.5864296
16-04-17 06,0.817748924,0.034701795,-22.953768,0,-22.95376778
16-04-17 07,31.63314612,139.4218793,-24.773298,0,-24.77329826
16-04-17 08,83.17043762,409.7180598,111.73811,83.00465762,28.73345578
16-04-17 09,129.0107346,646.8367619,434.04938,303.9288199,130.1205575
16-04-17 10,298.7716962,1499.080241,1201.1367,657.2685735,543.8681453
16-04-17 11,399.3584258,1982.040592,2085.2678,633.9623466,1451.305476
16-04-17 12,681.3810437,3262.682156,2380.3252,829.2242478,1551.100947
16-04-17 13,484.1692868,2288.155611,2448.514,1137.411025,1311.102891
16-04-17 14,442.9745707,2153.234451,2448.7698,1445.901162,1002.868614
16-04-17 15,238.5643965,1175.718627,2277.7996,807.7988836,1470.000677
16-04-17 16,96.99100759,461.4660557,1773.7083,680.7078772,1093.000375
16-04-17 17,49.25670132,225.6248586,1294.6858,1485.162603,-190.4768118
16-04-17 18,16.31938894,62.68324175,590.58923,1135.188709,-544.5994761
16-04-17 19,5.460286879,13.26454059,339.89386,260.2562078,79.63765207
16-04-17 20,0,0,172.66689,396.1357057,-223.4688203
16-04-17 21,0,0,14.264093,104.773942,-90.50984862
16-04-17 22,0.135318138,0,-15.896226,0,-15.89622593
16-04-17 23,0.030645925,0,-22.92963,0,-22.92963028
17-04-17 00,0.006148122,0,-22.256393,0,-22.25639343
17-04-17 01,0.107262828,0,-20.402771,0,-20.402771
17-04-17 02,0.025477928,0,-18.856636,0,-18.85663605
17-04-17 03,0.012345667,0,-17.855791,0,-17.85579109
17-04-17 04,0.127601026,0,-19.657751,0,-19.65775108
17-04-17 05,0.14659457,0,-22.474285,0,-22.47428513
17-04-17 06,22.20543819,71.64550534,-22.939026,0,-22.93902588
17-04-17 07,119.7459793,387.4533248,-29.074036,0,-29.07403564
17-04-17 08,202.7392807,1038.846067,122.569786,7.838248686,114.7315374
17-04-17 09,319.9381737,1644.965138,478.28983,63.73512311,414.5547023
17-04-17 10,245.6598537,1246.764467,1213.4009,100.9781631,1112.422716
17-04-17 11,221.6418755,1126.614156,1814.6095,269.4455407,1545.163956
17-04-17 12,352.2900011,1704.13587,2228.3835,520.7296808,1707.653864
17-04-17 13,483.4491555,2188.893561,2450.7139,479.5686464,1971.145221
17-04-17 14,292.0936981,1437.681292,2506.5044,453.8719067,2052.632488
17-04-17 15,255.0428215,1277.460973,2242.8865,470.3285958,1772.557879
17-04-17 16,85.04676771,5.449785505,1860.717,320.8647639,1539.852277
17-04-17 17,102.5189357,425.1698403,1568.6277,655.7927804,912.8349052
17-04-17 18,58.80300237,279.4105621,1044.6615,544.9715538,499.6899452
17-04-17 19,12.74784447,45.59821622,461.00662,517.0276124,-56.02099009
17-04-17 20,0.358766577,0,266.4537,207.8478773,58.60582751
17-04-17 21,0.067683214,0,71.53539,33.67302562,37.86236715
17-04-17 22,0.097493575,0,-11.946708,0,-11.94670773
17-04-17 23,0.01224698,0,-22.638525,0,-22.63852501
18-04-17 00,0.082945131,0,-23.664694,0,-23.66469383
18-04-17 01,0.152583053,0,-20.27402,0,-20.27401924
18-04-17 02,0.160418881,0,-18.305372,0,-18.30537224
18-04-17 03,0.121028355,0,-16.45196,0,-16.45195961
18-04-17 04,0.637877706,0,-17.219473,0,-17.21947289
18-04-17 05,0.512727861,0,-20.593977,0,-20.59397697
18-04-17 06,17.28334229,83.00465762,-20.115717,0,-20.11571693
18-04-17 07,56.48093224,303.9288199,-26.477072,0,-26.47707176
18-04-17 08,126.6238502,657.2685735,-6.4172425,114.4726864,-120.8899289
18-04-17 09,127.9032249,633.9623466,150.05217,633.5092239,-483.4570541
18-04-17 10,165.9275983,829.2242478,522.83044,1234.492295,-711.6618509
18-04-17 11,224.8408671,1137.411025,1192.0093,1430.726663,-238.7173858
18-04-17 12,284.6697173,1445.901162,1790.5171,2061.029625,-270.5125347
18-04-17 13,160.5242207,807.7988836,2097.8887,2177.49867,-79.60999842
18-04-17 14,137.6086543,680.7078772,2235.8677,1450.079523,785.7881531
18-04-17 15,287.7681252,1485.162603,2231.7468,1638.233309,593.5135175
18-04-17 16,218.4748118,1135.188709,1987.761,2512.397562,-524.6365759
18-04-17 17,53.6529318,260.2562078,1659.1445,2552.113077,-892.968546
18-04-17 18,74.93074185,396.1357057,1198.7278,1975.508663,-776.7808798
18-04-17 19,20.89730022,104.773942,728.2167,691.7038487,36.51282615
18-04-17 20,0.324339134,0,320.08136,238.0317821,82.0495778
18-04-17 21,0.436534493,0,13.441251,20.39194939,-6.95069859
18-04-17 22,0.518658886,0,-16.12809,0,-16.1280899
18-04-17 23,0.569552493,0,-23.226429,0,-23.22642899
19-04-17 00,0.533109694,0,-24.031738,0,-24.03173828
19-04-17 01,0.765421526,0,-22.235819,0,-22.23581886
19-04-17 02,0.777506926,0,-21.440327,0,-21.44032669
19-04-17 03,0.558926305,0,-20.178171,0,-20.17817116
19-04-17 04,0.980633439,0,-19.833658,0,-19.83365822
19-04-17 05,1.000025415,0,-23.9857,0,-23.98570061
19-04-17 06,3.863047876,7.838248686,-21.741945,0,-21.74194527
19-04-17 07,17.56464457,63.73512311,-20.736769,0,-20.73676872
19-04-17 08,25.78315482,100.9781631,136.13315,37.81004561,98.32310258
19-04-17 09,58.12035557,269.4455407,553.23083,312.4622457,240.7685893
19-04-17 10,105.6963296,520.7296808,1407.1465,621.5851655,785.5613189
19-04-17 11,99.22468747,479.5686464,2101.9526,1455.132062,646.8205748
19-04-17 12,93.60482702,453.8719067,2543.389,1404.247542,1139.141374
19-04-17 13,97.25887516,470.3285958,2675.6707,846.7948593,1828.875795
19-04-17 14,70.57873423,320.8647639,2494.2722,1012.241308,1482.030908
19-04-17 15,127.9321417,655.7927804,2327.1484,1324.633613,1002.514825
19-04-17 16,106.7846122,544.9715538,2199.5352,1309.558506,889.9766501
19-04-17 17,100.2449797,517.0276124,1868.222,1303.803066,564.4189801
19-04-17 18,42.11853005,207.8478773,1288.6594,1001.200886,287.4585378
19-04-17 19,8.59597408,33.67302562,587.2989,581.0670272,6.23186196
19-04-17 20,0.093997416,0,200.7697,325.9406293,-125.1709302
19-04-17 21,0.544946219,0,5.1693735,52.71139509,-47.54202158
19-04-17 22,0.313356126,0,-19.403078,3.03E-06,-19.40308111
19-04-17 23,0.133730329,0,-26.64648,0,-26.64648056
20-04-17 00,0.246401101,0,-26.312168,0,-26.31216812
20-04-17 01,0.285967097,0,-21.755255,0,-21.75525475
20-04-17 02,0.344700727,0,-16.897526,0,-16.89752579
20-04-17 03,0.413710486,0,-13.893627,0,-13.89362717
20-04-17 04,0.719515905,0,-13.336566,0,-13.33656597
20-04-17 05,0.755024315,0,-16.935879,0,-16.93587875
20-04-17 06,27.59987153,114.4726864,-18.461893,0,-18.46189308
20-04-17 07,123.5726218,633.5092239,-25.266298,0.014343683,-25.28064198
20-04-17 08,226.4203564,1234.492295,49.838226,104.7952641,-54.95703776
20-04-17 09,265.8500067,1430.726663,330.70105,393.1438996,-62.44284978
20-04-17 10,386.00569,2061.029625,1001.8845,963.068233,38.8162885
20-04-17 11,415.7674893,2177.49867,1919.4023,810.6508255,1108.751518
20-04-17 12,275.9460937,1450.079523,2301.8928,1560.354452,741.5383704
20-04-17 13,311.3802103,1638.233309,2350.994,1947.174554,403.8193424
20-04-17 14,476.4690442,2512.397562,2420.5652,3107.15433,-686.5891447
20-04-17 15,477.4964411,2552.113077,2278.369,3622.84926,-1344.480363
20-04-17 16,350.5542234,1975.508663,1899.1257,3471.285141,-1572.159409
20-04-17 17,127.3295199,691.7038487,1465.553,1596.523575,-130.9705969
20-04-17 18,48.91681914,238.0317821,907.79425,932.4872908,-24.6930403
20-04-17 19,7.07460238,20.39194939,465.87125,586.1041947,-120.2329484
20-04-17 20,0.903621038,0,221.25905,307.4973432,-86.23829474
20-04-17 21,0.762252536,0,24.638819,55.21944862,-30.58062988
20-04-17 22,0.864591964,0,-15.132659,0,-15.13265896
20-04-17 23,0.840706131,0,-23.390007,0,-23.39000702
21-04-17 00,0.980871586,0,-23.488333,0,-23.48833275
21-04-17 01,1.00641,0,-21.183558,0,-21.18355751
21-04-17 02,1.075197968,0,-19.683006,0,-19.68300629
21-04-17 03,1.000085217,0,-18.118044,0,-18.1180439
21-04-17 04,1.050712365,0,-17.941507,0,-17.94150734
21-04-17 05,1.012961124,0,-22.219961,0,-22.21996117
21-04-17 06,10.57343336,37.81004561,-19.667707,0,-19.66770744
21-04-17 07,60.77862334,312.4622457,-24.419703,0,-24.41970253
21-04-17 08,117.3249566,621.5851655,127.94179,8.189486083,119.7523016
21-04-17 09,273.3486582,1455.132062,475.5232,467.2777783,8.245415025
21-04-17 10,266.0298849,1404.247542,1290.224,993.7675935,296.4564055
21-04-17 11,160.9099674,846.7948593,1901.576,2088.351757,-186.7757068
21-04-17 12,192.0513688,1012.241308,2382.8145,2816.694734,-433.8802805
21-04-17 13,251.1648019,1324.633613,2622.6338,2837.87071,-215.2369206
21-04-17 14,247.791967,1309.558506,2865.6428,2721.345199,144.2976233
21-04-17 15,245.653565,1303.803066,2947.1665,2436.21301,510.9534941
21-04-17 16,184.7930361,1001.200886,2758.644,1424.806499,1333.837544
21-04-17 17,110.9314033,581.0670272,1876.984,2244.582748,-367.5987392
21-04-17 18,65.12495106,325.9406293,1049.111,1268.459223,-219.3482614
21-04-17 19,15.95910701,52.71139509,496.14703,614.1364711,-117.9894374
21-04-17 20,0.108732386,3.03E-06,199.18405,210.7132751,-11.52922359
21-04-17 21,0.543720843,0,16.971296,71.82143266,-54.85013635
21-04-17 22,0.804196239,0,-17.360973,0.001986683,-17.36296004
21-04-17 23,0.71314679,0,-24.921959,0,-24.92195892
22-04-17 00,0.767388111,0,-24.935232,0,-24.93523216
22-04-17 01,0.541556482,0,-19.981447,0,-19.98144722
22-04-17 02,0.687033746,0,-15.661777,0,-15.66177654
22-04-17 03,0.442981616,0,-13.294511,0,-13.29451084
22-04-17 04,0.531901495,0,-13.327101,0,-13.32710075
22-04-17 05,0.988716007,0.014343683,-19.72499,0,-19.72499084
22-04-17 06,31.20208336,104.7952641,-22.198513,0,-22.19851303
22-04-17 07,140.4982995,393.1438996,-28.690786,0.056114799,-28.74690116
22-04-17 08,188.5773583,963.068233,-8.245226,86.98998155,-95.23520745
22-04-17 09,156.0471544,810.6508255,169.04764,473.4281382,-304.3805002
22-04-17 10,302.3706275,1560.354452,691.40826,505.3182948,186.0899693
22-04-17 11,385.5062894,1947.174554,1783.368,789.3209423,994.0470997
22-04-17 12,666.0153522,3107.15433,2475.48,2441.003433,34.47654753
22-04-17 13,775.8420382,3622.84926,2844.8728,2573.015989,271.8568137
22-04-17 14,739.797984,3471.285141,2842.9998,3405.664459,-562.6647028
22-04-17 15,323.718355,1596.523575,2642.3489,3040.299721,-397.9508445
22-04-17 16,186.099826,932.4872908,2150.5608,2624.775144,-474.2143535
22-04-17 17,117.5820779,586.1041947,1937.4865,2261.360417,-323.8739667
22-04-17 18,64.07554642,307.4973432,1182.9188,1475.914416,-292.9955929
22-04-17 19,14.4006541,55.21944862,556.16156,623.6287538,-67.46719373
22-04-17 20,0.023087177,0,205.20508,213.0151009,-7.810022762
22-04-17 21,0,0,22.505407,125.4301083,-102.9247009
22-04-17 22,3.38E-05,0,-15.323621,0,-15.3236208
22-04-17 23,0.044253774,0,-23.792328,0,-23.79232788
23-04-17 00,0.006716193,0,-25.012568,0,-25.01256752
23-04-17 01,0.038510559,0,-23.21148,0,-23.21147919
23-04-17 02,0.013064583,0,-19.714478,0,-19.71447754
23-04-17 03,0,0,-17.334846,0,-17.3348465
23-04-17 04,0,0,-15.471444,0,-15.47144413
23-04-17 05,0.267044007,0,-16.091518,0,-16.0915184
23-04-17 06,4.129319286,8.189486083,-19.25686,0,-19.25686073
23-04-17 07,99.09301171,467.2777783,-21.154776,0.013325375,-21.16810099
23-04-17 08,207.862434,993.7675935,109.36465,104.8802052,4.484441718
23-04-17 09,402.8145777,2088.351757,437.81598,358.3691286,79.44685041
23-04-17 10,570.1127931,2816.694734,1210.8634,1867.108927,-656.2455239
23-04-17 11,609.8868409,2837.87071,1978.8096,2436.100496,-457.2909261
23-04-17 12,589.1229077,2721.345199,2614.5815,2568.316561,46.26498161
23-04-17 13,509.6748114,2436.21301,2798.247,2510.918493,287.3285773
23-04-17 14,285.8636349,1424.806499,3061.861,4282.999993,-1221.138909
23-04-17 15,443.74842,2244.582748,2885.1934,3971.082109,-1085.888749
23-04-17 16,237.8362834,1268.459223,2542.658,3292.209088,-749.5511287
23-04-17 17,112.753266,614.1364711,2023.4983,2881.792231,-858.2939403
23-04-17 18,43.86566818,210.7132751,1254.0007,1682.908262,-428.9075298
23-04-17 19,16.36752778,71.82143266,582.036,840.5085203,-258.4725096
23-04-17 20,0.931922036,0.001986683,197.40239,282.8879087,-85.48551921
23-04-17 21,0.755413346,0,49.610447,107.0099955,-57.39954853
23-04-17 22,0.164901891,0,-12.493674,0.045171277,-12.53884556
23-04-17 23,0.398644728,0,-23.207462,0,-23.20746231
24-04-17 00,0.693638258,0,-24.634172,0,-24.63417244
24-04-17 01,0.714149168,0,-20.095633,0,-20.09563255
24-04-17 02,0.921833379,0,-15.234165,0,-15.23416519
24-04-17 03,0.854882902,0,-12.630739,0,-12.63073921
24-04-17 04,0.708171208,0,-12.502477,0,-12.50247669
24-04-17 05,0.983157914,0.056114799,-18.182001,0,-18.18200111
24-04-17 06,20.48110799,86.98998155,-21.006882,0,-21.00688171
24-04-17 07,93.05512576,473.4281382,-27.364395,0.018349299,-27.38274444
24-04-17 08,100.5379784,505.3182948,102.19702,138.2963065,-36.09928498
24-04-17 09,153.3820822,789.3209423,389.2608,414.1990972,-24.93829393
24-04-17 10,500.251772,2441.003433,1327.3787,919.1629942,408.2156679
24-04-17 11,537.0893055,2573.015989,2234.6611,1699.648468,535.0126652
24-04-17 12,761.3843733,3405.664459,2657.0732,3143.700494,-486.6272514
24-04-17 13,659.3242585,3040.299721,2812.6643,2083.759769,728.9045378
24-04-17 14,523.4000867,2624.775144,3314.67,1921.911634,1392.758288
24-04-17 15,443.5440634,2261.360417,3207.619,2950.047841,257.5710558
