datetime,irradiation(t-24hr)(W/m^2),Power(t-24hr)(W),Predicted(W),Actual(W),error(W)
24-04-17 16,283.6048037,1475.914416,2841.2156,1460.587536,1380.628041
24-04-17 17,109.5272568,623.6287538,2369.715,1328.697868,1041.01722
24-04-17 18,47.96858717,213.0151009,1531.6678,906.0499846,625.6178621
24-04-17 19,25.51556861,125.4301083,735.6165,235.844199,499.7723171
24-04-17 20,0,0,214.33078,126.0160106,88.31476941
24-04-17 21,0.019085753,0,48.006695,18.19288071,29.81381408
24-04-17 22,0.118780115,0,-7.7969017,0,-7.796901703
24-04-17 23,0.062069525,0,-21.035664,0,-21.0356636
25-04-17 00,0,0,-25.235699,0,-25.2356987
25-04-17 01,0.058840907,0,-23.636505,0,-23.63650513
25-04-17 02,0.006350922,0,-17.565418,0,-17.56541824
25-04-17 03,0,0,-11.652703,0,-11.65270329
25-04-17 04,8.10E-05,0,-8.717129,0,-8.717128754
25-04-17 05,0.546662229,0.013325375,-9.200314,0,-9.200313568
25-04-17 06,29.79451467,104.8802052,-18.261606,0,-18.26160622
25-04-17 07,158.1107741,358.3691286,-23.94155,0,-23.9415493
25-04-17 08,379.0267883,1867.108927,90.732735,32.98324947,57.74948521
25-04-17 09,481.9618347,2436.100496,452.62372,122.7664679,329.8572503
25-04-17 10,531.0885427,2568.316561,1210.7156,271.9016558,938.8139204
25-04-17 11,560.7582882,2510.918493,2025.8297,361.2767151,1664.552997
25-04-17 12,971.8302338,4282.999993,2780.7427,562.0583693,2218.684306
25-04-17 13,892.4420537,3971.082109,2727.1309,717.8987935,2009.232066
25-04-17 14,710.9794576,3292.209088,2598.5105,796.8925774,1801.617921
25-04-17 15,591.5692461,2881.792231,2707.3633,860.7114357,1846.651846
25-04-17 16,322.9734178,1682.908262,2168.6345,392.5205155,1776.114006
25-04-17 17,155.8967304,840.5085203,1750.2799,322.3834797,1427.896428
25-04-17 18,63.59627585,282.8879087,1153.5192,566.1726146,587.3465504
25-04-17 19,26.67034762,107.0099955,518.78864,292.1190585,226.6695768
25-04-17 20,0.834837418,0.045171277,191.92413,73.85810144,118.0660319
25-04-17 21,0.287026465,0,-2.9441674,10.35086726,-13.29503464
25-04-17 22,0.187371638,0,-20.894653,0,-20.89465332
25-04-17 23,0.1862466,0,-24.001942,0,-24.00194168
26-04-17 00,0.454277069,0,-22.28245,0,-22.28244972
26-04-17 01,0.335426037,0,-19.268562,0,-19.26856232
26-04-17 02,0.435857338,0,-17.582745,0,-17.5827446
26-04-17 03,0.533279162,0,-16.483082,0,-16.48308182
26-04-17 04,0.516839125,0,-17.410784,0,-17.41078377
26-04-17 05,0.1913631,0.018349299,-20.930595,0,-20.9305954
26-04-17 06,29.53536842,138.2963065,-22.388952,0,-22.38895226
26-04-17 07,81.94944707,414.1990972,-30.740295,0,-30.74029541
26-04-17 08,178.7507634,919.1629942,39.536922,23.43732964,16.09959282
26-04-17 09,327.0079042,1699.648468,269.45975,192.6827356,76.77701174
26-04-17 10,632.794341,3143.700494,980.37177,410.5816598,569.7901053
26-04-17 11,428.4369864,2083.759769,1815.8568,456.0570414,1359.79977
26-04-17 12,382.0838982,1921.911634,2134.2063,1105.792773,1028.413526
26-04-17 13,624.4578502,2950.047841,2328.3335,1711.437369,616.8961272
26-04-17 14,287.5632462,1460.587536,2336.6965,2867.581218,-530.8846843
26-04-17 15,260.2347912,1328.697868,2164.8953,1994.332955,170.5623083
26-04-17 16,179.8653974,906.0499846,1738.9773,2627.592503,-888.6152083
26-04-17 17,51.86858059,235.844199,1239.1991,1147.925558,91.27353894
26-04-17 18,29.1484321,126.0160106,832.78955,364.0528316,468.7367192
26-04-17 19,5.543245876,18.19288071,407.02325,316.2199056,90.80334877
26-04-17 20,0,0,73.29089,414.5078246,-341.2169311
26-04-17 21,0,0,-6.5167575,114.9276488,-121.4444063
26-04-17 22,0,0,-20.51528,0.322918997,-20.83819877
26-04-17 23,0,0,-23.445894,0,-23.44589424
27-04-17 00,0.013098545,0,-23.313719,0,-23.3137188
27-04-17 01,0.012862413,0,-22.21783,0,-22.21783066
27-04-17 02,0.460820112,0,-21.207205,0,-21.20720482
27-04-17 03,0.257061191,0,-20.337313,0,-20.3373127
27-04-17 04,0.265094941,0,-21.272978,0,-21.27297783
27-04-17 05,0.112417143,0,-27.373302,0,-27.37330246
27-04-17 06,9.665520302,32.98324947,-18.56986,0,-18.56986046
27-04-17 07,28.614449,122.7664679,-19.01686,0,-19.01685905
27-04-17 08,57.47626989,271.9016558,27.960577,0,27.96057701
27-04-17 09,75.01344836,361.2767151,272.30713,20.63457794,251.672551
27-04-17 10,113.3192133,562.0583693,892.8064,280.4651685,612.341228
27-04-17 11,145.3355813,717.8987935,1598.3248,519.6190211,1078.705808
27-04-17 12,161.746523,796.8925774,2109.548,911.9365541,1197.611542
27-04-17 13,173.0724367,860.7114357,2397.2024,545.1131927,1852.0892
27-04-17 14,85.22127065,392.5205155,2590.0715,442.6927176,2147.378816
27-04-17 15,72.08243981,322.3834797,2197.4885,526.8771787,1670.611347
27-04-17 16,116.0194607,566.1726146,2083.2795,252.0370824,1831.242459
27-04-17 17,61.9915898,292.1190585,1289.8033,194.06396,1095.739385
27-04-17 18,20.10922176,73.85810144,630.23956,241.9835355,388.2560275
27-04-17 19,3.971094438,10.35086726,270.91586,277.7304604,-6.814597365
27-04-17 20,0.618172839,0,173.78813,163.5643078,10.22382391
27-04-17 21,0.694496901,0,56.719948,53.61637498,3.103572831
27-04-17 22,0.690502308,0,-10.837964,0,-10.83796406
27-04-17 23,0.872250385,0,-20.466448,0,-20.46644783
28-04-17 00,0.917119488,0,-21.42178,0,-21.42177963
28-04-17 01,0.957167534,0,-19.18798,0,-19.18798065
28-04-17 02,0.930280809,0,-18.046368,0,-18.04636765
28-04-17 03,0.662321093,0,-17.264359,0,-17.26435852
28-04-17 04,0.76576799,0,-17.80378,0,-17.8037796
28-04-17 05,0.955690998,0,-22.35294,0,-22.35293961
28-04-17 06,7.858333965,23.43732964,-20.859512,0,-20.85951233
28-04-17 07,41.62303035,192.6827356,-26.332882,3.591814239,-29.92469617
28-04-17 08,83.6012868,410.5816598,-25.330185,197.7038629,-223.0340479
28-04-17 09,94.38829353,456.0570414,33.252937,660.3852091,-627.1322718
28-04-17 10,218.70669,1105.792773,277.13907,1334.606616,-1057.467547
28-04-17 11,337.4107398,1711.437369,937.0747,3442.17278,-2505.098073
28-04-17 12,598.673593,2867.581218,1801.9268,4053.779864,-2251.853106
28-04-17 13,410.814417,1994.332955,2195.6016,2972.203923,-776.6023608
28-04-17 14,548.1569488,2627.592503,2287.2942,3931.716968,-1644.422779
28-04-17 15,236.9712315,1147.925558,2290.591,4039.710017,-1749.118952
28-04-17 16,76.61072126,364.0528316,2070.4202,2413.145298,-342.7251318
28-04-17 17,65.79792255,316.2199056,1541.5731,591.87723,949.6958902
28-04-17 18,82.01854157,414.5078246,1179.1991,539.2385849,639.9605118
28-04-17 19,23.7450589,114.9276488,706.87164,404.2007575,302.6708856
28-04-17 20,0.263099646,0.322918997,334.56244,177.8048536,156.7575854
28-04-17 21,0.030653766,0,32.395412,46.72357964,-14.32816719
28-04-17 22,0.005952333,0,-9.894195,0,-9.894194603
28-04-17 23,0,0,-19.145052,0,-19.14505196
29-04-17 00,0.006183046,0,-21.595625,0,-21.59562492
29-04-17 01,0.049572861,0,-23.219095,0,-23.21909523
29-04-17 02,0.188657146,0,-23.673323,0,-23.67332268
29-04-17 03,0.12561362,0,-23.477959,0,-23.47795868
29-04-17 04,0.201135524,0,-22.867664,0,-22.86766434
29-04-17 05,0.206832407,0,-23.705946,0,-23.70594597
29-04-17 06,1.161020407,0,-30.219316,0,-30.21931648
29-04-17 07,10.30136224,20.63457794,-12.105813,4.228446038,-16.33425906
29-04-17 08,61.24545979,280.4651685,147.9009,204.9012864,-57.00039224
29-04-17 09,106.9771104,519.6190211,601.2755,435.1160787,166.159434
29-04-17 10,182.4880799,911.9365541,1466.4441,2495.188793,-1028.744701
29-04-17 11,114.3978928,545.1131927,2454.7283,3459.719805,-1004.991534
29-04-17 12,95.2314656,442.6927176,2978.1404,2531.160117,446.9802637
29-04-17 13,110.5763201,526.8771787,2860.3955,2044.535916,815.8595914
29-04-17 14,58.24108596,252.0370824,3135.9534,3829.311603,-693.358234
29-04-17 15,45.90433951,194.06396,3064.7688,1970.948878,1093.81992
29-04-17 16,54.50448866,241.9835355,2407.1677,2788.152618,-380.9848934
29-04-17 17,60.29873661,277.7304604,1516.5109,2157.557948,-641.0470839
29-04-17 18,36.11688759,163.5643078,830.3383,1758.560931,-928.2226128
29-04-17 19,13.0372734,53.61637498,366.54153,677.7456046,-311.2040702
29-04-17 20,0.247057895,0,120.90446,280.7586512,-159.8541942
29-04-17 21,0.151077729,0,10.326556,99.76999742,-89.44344121
29-04-17 22,0.213449648,0,-17.912691,2.802563483,-20.7152546
29-04-17 23,0.284076358,0,-23.859148,0,-23.85914803
30-04-17 00,0.244337455,0,-23.24889,0,-23.24888992
30-04-17 01,0.056376797,0,-18.86191,0,-18.86190987
30-04-17 02,0.289650382,0,-14.89849,0,-14.89848995
30-04-17 03,0.144839517,0,-12.344244,0,-12.344244
30-04-17 04,0.480417897,0,-11.6738,0,-11.67380047
30-04-17 05,1.877755585,3.591814239,-18.014652,0,-18.01465225
30-04-17 06,46.94252363,197.7038629,-21.983696,0,-21.98369598
30-04-17 07,172.4378041,660.3852091,-20.002405,1.487922699,-21.49032787
30-04-17 08,273.2075799,1334.606616,122.52686,170.8341424,-48.30727926
30-04-17 09,670.1805047,3442.17278,519.1026,617.3532097,-98.25060962
30-04-17 10,855.0928951,4053.779864,1937.3896,2410.205389,-472.8157411
30-04-17 11,635.3744286,2972.203923,2740.6892,3657.724469,-917.0352604
30-04-17 12,860.1856386,3931.716968,2727.2578,4254.829617,-1527.571804
30-04-17 13,897.8170252,4039.710017,2633.1736,4024.06775,-1390.894166
30-04-17 14,521.2263245,2413.145298,3010.5225,3604.812976,-594.2905151
30-04-17 15,121.2190806,591.87723,2410.0583,3378.628118,-968.569768
30-04-17 16,107.3297092,539.2385849,2305.724,2779.98133,-474.2572092
30-04-17 17,82.76141778,404.2007575,1794.0046,2202.115751,-408.1111121
30-04-17 18,38.06708895,177.8048536,1237.4727,1960.616869,-723.144213
30-04-17 19,11.6291698,46.72357964,569.8421,948.7647073,-378.9226053
30-04-17 20,0,0,194.67361,254.3133255,-59.63971104
30-04-17 21,0,0,42.522396,84.99851336,-42.47611727
30-04-17 22,0.024470834,0,-10.753609,0.026370906,-10.77997961
30-04-17 23,0.02426071,0,-23.183151,0,-23.18315125
01-05-17 00,0,0,-25.621605,0,-25.62160492
01-05-17 01,8.38E-05,0,-22.52399,0,-22.52399063
01-05-17 02,0.284851779,0,-16.115166,0,-16.11516571
01-05-17 03,0.094288563,0,-12.271031,0,-12.27103138
01-05-17 04,0.201116364,0,-10.213978,0,-10.21397781
01-05-17 05,2.794383172,4.228446038,-15.147679,0,-15.14767933
01-05-17 06,55.27477059,204.9012864,-19.234995,0,-19.23499489
01-05-17 07,249.2572287,435.1160787,-22.576735,7.145356885,-29.72209143
01-05-17 08,511.9094573,2495.188793,116.62646,209.9492095,-93.32275231
01-05-17 09,700.368884,3459.719805,622.33954,686.4048822,-64.06534361
01-05-17 10,523.806537,2531.160117,1840.1136,1005.903499,834.210148
01-05-17 11,436.9445894,2044.535916,2586.769,904.3716387,1682.397404
01-05-17 12,874.5587662,3829.311603,3141.1238,879.3206542,2261.803125
01-05-17 13,428.9690765,1970.948878,3310.5007,611.4002453,2699.100487
01-05-17 14,594.809794,2788.152618,3129.1016,477.1347611,2651.966801
01-05-17 15,451.799931,2157.557948,2896.831,503.6656967,2393.165358
01-05-17 16,330.4823235,1758.560931,2465.7498,230.0128066,2235.736949
01-05-17 17,129.0692687,677.7456046,1930.7507,291.825782,1638.92495
01-05-17 18,64.35807991,280.7586512,1418.3894,217.3635091,1201.025895
01-05-17 19,27.68617215,99.76999742,722.467,448.8788106,273.5881694
01-05-17 20,1.822296893,2.802563483,203.2107,401.1962577,-197.9855643
01-05-17 21,0.509094136,0,39.62002,130.6516715,-91.03164965
01-05-17 22,0.72576219,0,-9.979039,0.770876676,-10.74991587
01-05-17 23,0.909121665,0,-21.568624,0,-21.5686245
02-05-17 00,0.763196253,0,-24.959126,0,-24.95912552
02-05-17 01,0.468381145,0,-23.377815,0,-23.37781525
02-05-17 02,0.648948294,0,-17.524271,0,-17.52427101
02-05-17 03,0.659575184,0,-10.724163,0,-10.72416306
02-05-17 04,0.917378682,0,-7.331077,0,-7.331077099
02-05-17 05,1.733122761,1.487922699,-8.055801,0,-8.055801392
02-05-17 06,40.32529381,170.8341424,-18.196217,0,-18.19621658
02-05-17 07,213.540068,617.3532097,-15.646512,0,-15.64651203
02-05-17 08,467.6233436,2410.205389,110.31427,48.39163675,61.92263327
02-05-17 09,719.9866758,3657.724469,605.6478,159.0273051,446.6205221
02-05-17 10,905.8742096,4254.829617,1632.6431,503.7398856,1128.903181
02-05-17 11,886.8302361,4024.06775,2156.5056,569.6008837,1586.904732
02-05-17 12,800.650887,3604.812976,2390.9497,679.846085,1711.103622
02-05-17 13,762.8243909,3378.628118,2421.4983,853.8807637,1567.617527
02-05-17 14,600.4091931,2779.98133,2376.3723,1743.732354,632.6399608
02-05-17 15,454.1257035,2202.115751,2258.4211,1658.467258,599.9538848
02-05-17 16,380.5611695,1960.616869,1861.0646,280.7050459,1580.359529
02-05-17 17,174.4431723,948.7647073,1514.8535,425.3878003,1089.465715
02-05-17 18,60.4888244,254.3133255,1065.0765,559.5375414,505.5389967
02-05-17 19,24.42675244,84.99851336,762.4474,144.9253803,617.5220074
02-05-17 20,1.188690254,0.026370906,418.80185,63.22763561,355.5742138
02-05-17 21,0.756331475,0,176.82144,40.12201228,136.6994294
02-05-17 22,0.816745852,0,1.9256128,1.24519368,0.680419127
02-05-17 23,0.682951696,0,-17.926804,0,-17.92680359
03-05-17 00,0.824197155,0,-22.563112,0,-22.56311226
03-05-17 01,0.93141852,0,-21.804504,0,-21.80450439
03-05-17 02,0.909277205,0,-20.33071,0,-20.33070946
03-05-17 03,0.561615428,0,-18.780594,0,-18.78059387
03-05-17 04,0.150523284,0,-19.875504,0,-19.87550354
03-05-17 05,2.397119242,7.145356885,-23.647299,0,-23.64729881
03-05-17 06,43.65582027,209.9492095,-24.973026,0,-24.97302628
03-05-17 07,144.9149245,686.4048822,-33.11207,0,-33.11206818
03-05-17 08,201.1152968,1005.903499,83.598625,12.33973141,71.25889377
03-05-17 09,183.4934823,904.3716387,386.11652,159.0897574,227.0267588
03-05-17 10,179.9014414,879.3206542,1040.7001,256.7811138,783.9189594
03-05-17 11,129.2760849,611.4002453,1703.014,270.9058626,1432.108175
03-05-17 12,103.7167233,477.1347611,2146.5122,304.7572757,1841.754931
03-05-17 13,108.0989871,503.6656967,2381.613,406.220201,1975.392836
03-05-17 14,56.27295072,230.0128066,2583.049,544.19137,2038.857702
03-05-17 15,67.31366897,291.825782,2462.3499,859.2191165,1603.130737
03-05-17 16,52.1701248,217.3635091,2026.1672,635.8874157,1390.279821
03-05-17 17,92.74275943,448.8788106,1579.2178,721.5063301,857.7114433
03-05-17 18,85.00642866,401.1962577,1087.7434,1126.274302,-38.53089332
03-05-17 19,30.36456328,130.6516715,513.65704,902.6320712,-388.9750277
03-05-17 20,1.001841241,0.770876676,132.54988,271.0959532,-138.5460722
03-05-17 21,0.018549028,0,3.775288,9.716266759,-5.940978654
03-05-17 22,0.030423334,0,-17.025158,0,-17.02515793
03-05-17 23,0,0,-21.55832,0,-21.55831909
04-05-17 00,0,0,-21.481125,0,-21.48112488
04-05-17 01,0,0,-21.563244,0,-21.56324387
04-05-17 02,0,0,-20.95131,0,-20.9513092
04-05-17 03,0.049666906,0,-20.910965,0,-20.91096497
04-05-17 04,0.076143858,0,-24.324274,0,-24.32427406
04-05-17 05,0.081667879,0,-25.620207,0,-25.62020683
04-05-17 06,13.746476,48.39163675,-21.612076,0,-21.61207581
04-05-17 07,37.13904231,159.0273051,-25.597363,21.65675935,-47.25412187
04-05-17 08,103.6144062,503.7398856,0.5217472,111.2014308,-110.6796837
04-05-17 09,120.4434669,569.6008837,207.62267,210.8277853,-3.205119938
04-05-17 10,143.2947069,679.846085,716.67096,486.1555256,230.5154339
04-05-17 11,178.1408468,853.8807637,1421.1078,499.161997,921.945791
04-05-17 12,372.4482045,1743.732354,1901.3447,1169.551873,731.7928534
04-05-17 13,357.687864,1658.467258,2142.1226,1586.595037,555.5275213
04-05-17 14,66.10777197,280.7050459,2199.8384,1527.935201,671.9031782
04-05-17 15,93.21615236,425.3878003,2131.4167,1322.759399,808.6573491
04-05-17 16,118.7658226,559.5375414,1760.4874,2332.654356,-572.1669293
04-05-17 17,36.20455328,144.9253803,1314.8965,2037.327657,-722.4311723
04-05-17 18,18.42885055,63.22763561,1041.2554,958.6922892,82.56308188
04-05-17 19,11.25264984,40.12201228,621.92053,997.7750976,-375.8545654
04-05-17 20,0.845114987,1.24519368,254.80179,620.3981455,-365.5963572
04-05-17 21,0.049161829,0,1.5066991,30.98027349,-29.4735744
04-05-17 22,0.230941243,0,-20.902792,0,-20.90279198
04-05-17 23,0.369310023,0,-26.892353,0,-26.89235306
05-05-17 00,0.414955548,0,-26.909363,0,-26.90936279
05-05-17 01,0.45546179,0,-23.601261,0,-23.60126114
05-05-17 02,0.498244687,0,-21.405956,0,-21.40595627
05-05-17 03,0.27624432,0,-19.448523,0,-19.44852257
05-05-17 04,0.276520742,0,-18.990137,0,-18.9901371
05-05-17 05,0.521705081,0,-23.252209,0,-23.25220871
05-05-17 06,5.385204118,12.33973141,-21.947193,0,-21.94719315
05-05-17 07,37.39115253,159.0897574,12.504782,0,12.50478172
05-05-17 08,58.535655,256.7811138,189.64906,44.82739058,144.8216725
05-05-17 09,62.3288329,270.9058626,664.1538,71.43285438,592.7209542
05-05-17 10,69.48681176,304.7572757,1419.6367,245.8721209,1173.764598
05-05-17 11,90.23603111,406.220201,1970.2913,1203.88624,766.4050202
05-05-17 12,118.1423969,544.19137,2375.0046,917.5252792,1457.479359
05-05-17 13,179.2950514,859.2191165,2543.8896,768.1192765,1775.770372
05-05-17 14,136.098695,635.8874157,2437.386,828.5133679,1608.872618
05-05-17 15,151.2630127,721.5063301,2137.0571,1951.716208,185.3409212
05-05-17 16,231.1011339,1126.274302,1971.659,2907.348066,-935.689008
05-05-17 17,178.704557,902.6320712,1539.1881,1550.093323,-10.90521267
05-05-17 18,58.85708617,271.0959532,785.07733,2588.928747,-1803.851416
05-05-17 19,5.22698157,9.716266759,492.61398,1040.267861,-547.6538776
05-05-17 20,0,0,245.28954,489.1998823,-243.9103468
05-05-17 21,0,0,10.675331,201.4807763,-190.8054452
05-05-17 22,0,0,-18.72715,9.630588611,-28.35773857
05-05-17 23,0,0,-26.62664,0,-26.62664032
06-05-17 00,0,0,-26.38077,0,-26.38076973
06-05-17 01,0,0,-21.106117,0,-21.10611725
06-05-17 02,0,0,-17.249304,0,-17.24930382
06-05-17 03,0,0,-14.913929,0,-14.91392899
06-05-17 04,0,0,-15.802823,0,-15.80282307
06-05-17 05,4.913941395,21.65675935,-20.157284,0,-20.15728378
06-05-17 06,24.91560417,111.2014308,-25.956303,0,-25.95630264
06-05-17 07,46.77257028,210.8277853,-32.402573,0.009548024,-32.41212066
06-05-17 08,102.0454586,486.1555256,70.28953,143.5224782,-73.23295035
06-05-17 09,105.8952493,499.161997,271.7945,307.9341931,-36.1396985
06-05-17 10,243.3534843,1169.551873,794.5441,310.3699971,484.1741313
06-05-17 11,342.2604051,1586.595037,1661.3729,328.718809,1332.654116
06-05-17 12,320.9232726,1527.935201,2099.5498,555.7038319,1543.845973
06-05-17 13,283.3875125,1322.759399,2275.614,717.6438164,1557.970197
06-05-17 14,519.6382426,2332.654356,2332.1543,1178.49492,1153.659377
06-05-17 15,443.1337936,2037.327657,2330.8765,505.2523339,1825.624131
06-05-17 16,198.6065078,958.6922892,2218.6672,504.4404448,1714.226792
06-05-17 17,194.8033191,997.7750976,1513.5248,448.5963808,1064.928399
06-05-17 18,122.6663154,620.3981455,1364.9294,297.6205645,1067.308879
06-05-17 19,10.44799063,30.98027349,650.1655,437.7654197,212.4001076
06-05-17 20,0.630357049,0,277.12012,457.6796658,-180.5595486
06-05-17 21,0.019125492,0,110.34986,49.65533359,60.69452756
06-05-17 22,0.072161343,0,-5.0858912,0.118104331,-5.203995577
06-05-17 23,0.011904834,0,-22.890404,0,-22.89040375
07-05-17 00,0.019406917,0,-26.97856,0,-26.97855949
07-05-17 01,0.061908359,0,-24.294899,0,-24.29489899
07-05-17 02,0.074698147,0,-17.999352,0,-17.9993515
07-05-17 03,0.018824829,0,-15.019207,0,-15.019207
07-05-17 04,0.164279242,0,-14.068207,0,-14.06820679
07-05-17 05,0.285523875,0,-17.152094,0,-17.15209389
07-05-17 06,13.03429769,44.82739058,-20.106426,0,-20.10642624
07-05-17 07,20.10274772,71.43285438,-28.002632,18.62450613,-46.62713827
07-05-17 08,56.14253224,245.8721209,105.79835,263.4001446,-157.6017971
07-05-17 09,246.7354638,1203.88624,403.7048,953.0666782,-549.3618747
07-05-17 10,192.4134245,917.5252792,1008.9778,2165.723352,-1156.745569
07-05-17 11,161.7983298,768.1192765,1578.1213,1617.181826,-39.06048819
07-05-17 12,173.9424601,828.5133679,2041.8375,1643.149941,398.6875837
07-05-17 13,412.7932402,1951.716208,2325.7156,3028.918293,-703.2027168
07-05-17 14,644.0676932,2907.348066,2514.1025,3351.200768,-837.0982286
07-05-17 15,329.7019973,1550.093323,2325.534,1318.5993,1006.934635
07-05-17 16,518.5328009,2588.928747,2104.3904,591.257503,1513.132878
07-05-17 17,210.9837019,1040.267861,1575.9783,568.5765347,1007.401737
07-05-17 18,100.3201813,489.1998823,1081.0149,489.4434712,591.5714214
07-05-17 19,34.08074983,201.4807763,679.07166,213.2801148,465.7915405
07-05-17 20,3.341975348,9.630588611,392.28415,151.7425397,240.5416094
07-05-17 21,0.13334771,0,35.490788,57.51056715,-22.01977965
07-05-17 22,0.086789931,0,-12.566189,0,-12.56618881
07-05-17 23,0.327713504,0,-22.610722,0,-22.61072159
08-05-17 00,0.401749811,0,-23.843222,0,-23.84322166
08-05-17 01,0.037512333,0,-21.621403,0,-21.62140274
08-05-17 02,0.121733212,0,-19.847036,0,-19.84703636
08-05-17 03,0.280282431,0,-18.168028,0,-18.16802788
08-05-17 04,0.08530398,0,-19.590162,0,-19.59016228
08-05-17 05,0.236864629,0.009548024,-22.616974,0,-22.61697388
08-05-17 06,32.69576429,143.5224782,-24.607067,0,-24.60706711
08-05-17 07,66.70582976,307.9341931,7.8708134,10.72078362,-2.849970251
08-05-17 08,68.31690611,310.3699971,197.39806,237.1861699,-39.78811383
08-05-17 09,73.47804332,328.718809,780.8729,735.2967992,45.57612565
08-05-17 10,118.1986819,555.7038319,1810.8363,1380.236932,430.5993714
08-05-17 11,150.1507115,717.6438164,2177.3604,2418.687953,-241.3276015
08-05-17 12,243.7273313,1178.49492,2406.3938,2777.160217,-370.7664179
08-05-17 13,109.0337326,505.2523339,2799.4497,3445.911274,-646.4615665
08-05-17 14,108.2726618,504.4404448,2915.967,1676.203098,1239.763943
08-05-17 15,97.60167164,448.5963808,2282.4646,2684.583486,-402.1188867
08-05-17 16,66.75123067,297.6205645,1811.6969,2528.357162,-716.6602627
08-05-17 17,92.32684981,437.7654197,1276.9327,1289.122946,-12.19020711
08-05-17 18,92.38216779,457.6796658,725.63916,1606.299149,-880.6599891
08-05-17 19,13.41601421,49.65533359,348.92288,649.9053055,-300.9824234
08-05-17 20,0.332907883,0.118104331,190.67032,324.8813451,-134.2110265
08-05-17 21,0,0,20.115507,121.8391204,-101.7236133
08-05-17 22,0,0,-12.598673,10.20550946,-22.80418233
08-05-17 23,0,0,-19.61636,0,-19.61635971
09-05-17 00,0.049444282,0,-19.909561,0,-19.90956116
09-05-17 01,0.044799979,0,-18.864145,0,-18.86414528
09-05-17 02,0.106233992,0,-17.70091,0,-17.70091057
09-05-17 03,0.024867223,0,-16.80035,0,-16.80035019
09-05-17 04,0,0,-18.269045,0,-18.26904488
09-05-17 05,6.362003633,18.62450613,-20.909428,0,-20.90942764
09-05-17 06,73.17702069,263.4001446,-25.09413,0,-25.09412956
09-05-17 07,274.3055179,953.0666782,-2.2767625,16.51658864,-18.79335113
09-05-17 08,432.8329161,2165.723352,187.15924,181.8567572,5.302483513
09-05-17 09,317.8567629,1617.181826,815.5673,744.2963485,71.27097328
09-05-17 10,329.8487956,1643.149941,1634.3132,1079.986747,554.326485
09-05-17 11,658.9299214,3028.918293,2398.2473,2100.195187,298.0521273
09-05-17 12,756.1076364,3351.200768,2814.6672,1509.829287,1304.837949
09-05-17 13,272.9897591,1318.5993,3094.0168,2750.089934,343.9269114
09-05-17 14,123.539501,591.257503,2571.217,2361.079201,210.1378398
